age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
65,4,104273,11,4,6,1,4,1,0,0,21,39,0
20,4,261310,11,4,12,2,4,0,0,0,11,39,0
32,4,133328,11,2,8,0,4,1,0,0,40,39,0
51,4,133328,11,5,1,4,2,0,0,0,40,39,0
32,4,104273,9,2,4,0,4,1,0,0,40,39,0
26,4,181689,15,4,6,3,4,1,0,0,11,39,0
20,0,261310,15,4,0,3,4,0,0,0,36,39,0
51,4,181689,11,2,12,0,4,1,0,0,40,39,0
46,1,181689,11,4,1,4,4,0,0,0,40,39,0
26,4,181689,11,4,6,3,4,0,0,1624,58,39,0
26,4,261310,9,4,10,3,4,1,0,0,40,39,0
46,4,261310,15,0,4,1,4,0,0,0,58,39,0
32,4,261310,11,4,12,1,4,1,0,0,45,26,0
46,2,261310,11,0,8,0,2,0,0,0,40,39,0
46,4,181689,11,4,6,4,4,0,0,0,36,39,0
46,4,133328,15,0,7,1,4,1,24595,0,58,39,1
26,1,104273,11,4,1,3,4,0,0,0,40,39,0
20,4,261310,5,4,8,3,2,1,0,0,21,39,0
20,4,181689,11,2,7,2,4,0,0,0,40,26,0
32,4,133328,10,2,10,0,4,1,0,1986,58,39,1
51,4,181689,10,0,10,1,4,0,0,1624,40,39,0
46,4,261310,9,2,4,0,4,1,0,0,45,39,1
32,4,261310,11,5,1,4,4,0,0,0,21,39,0
32,4,261310,15,4,4,1,2,1,0,0,58,39,0
46,4,181689,9,2,4,0,4,1,99538,0,58,39,1
26,4,104273,11,0,4,1,4,0,0,0,40,39,0
26,4,181689,11,4,1,3,4,1,0,0,58,39,0
37,4,133328,9,2,10,0,4,1,0,0,45,39,0
65,6,133328,15,2,5,0,4,1,0,0,58,39,0
37,4,261310,11,2,3,0,4,1,0,0,45,39,1
20,4,181689,11,4,12,3,4,0,0,0,21,39,0
51,4,181689,7,2,7,5,4,0,0,0,40,39,0
32,4,181689,15,2,3,0,4,1,0,0,45,39,1
32,4,261310,11,0,4,1,4,1,0,0,58,39,0
32,2,261310,15,2,8,0,4,1,0,0,40,39,0
37,4,133328,12,2,4,0,4,1,0,2333,58,39,1
26,4,261310,15,4,1,1,4,0,0,0,40,39,0
32,4,261310,11,0,8,1,4,0,0,0,21,39,0
32,4,261310,11,2,8,2,2,1,0,0,40,39,0
26,2,181689,11,4,14,3,4,0,0,0,36,39,0
51,4,104273,5,6,8,4,2,0,0,0,21,39,0
58,6,181689,11,2,14,0,4,1,0,0,45,39,1
65,0,133328,11,6,0,1,4,0,0,0,11,39,0
32,2,261310,15,4,8,1,4,1,0,0,45,39,0
32,4,133328,9,1,4,5,4,0,0,0,40,39,1
65,5,261310,9,2,4,0,4,1,0,2333,40,39,1
32,4,261310,9,2,10,0,4,1,0,0,40,39,1
58,0,133328,15,4,0,3,2,0,0,0,40,39,0
32,1,133328,15,4,13,4,2,0,0,0,21,39,0
26,4,261310,15,4,13,1,2,1,0,0,36,39,0
32,4,261310,12,2,10,0,2,1,0,0,58,39,1
58,0,261310,11,2,0,0,4,1,0,0,40,39,0
20,4,261310,15,4,1,3,4,1,0,0,11,39,0
26,4,181689,9,2,4,0,4,1,0,0,40,39,1
32,4,261310,15,2,8,0,2,1,0,0,21,39,0
37,0,261310,11,4,0,4,2,0,0,0,40,39,0
51,2,133328,9,2,1,0,4,1,0,0,40,39,1
32,4,261310,9,2,4,0,4,1,0,0,58,39,1
51,0,133328,11,2,0,0,4,1,0,0,40,39,0
46,4,261310,11,0,7,1,4,0,0,0,40,39,0
32,4,181689,12,2,4,0,4,1,0,0,40,39,0
46,4,133328,15,4,12,1,4,0,0,0,36,39,0
51,4,181689,12,2,4,0,4,1,0,0,40,39,0
32,5,261310,11,2,3,0,4,1,0,1624,40,39,0
51,6,261310,11,2,12,0,4,1,0,0,50,39,1
32,6,181689,11,5,13,1,4,0,0,0,21,39,0
46,4,261310,15,0,8,4,4,0,0,0,40,39,0
58,4,261310,9,2,4,0,4,1,0,1890,40,39,1
