age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
32,4,104273,11,4,8,1,4,1,0,0,21,39,0
20,4,104273,15,4,8,3,4,0,0,0,21,39,0
26,4,104273,11,2,7,0,4,1,0,0,40,39,0
46,4,104273,11,5,1,4,2,0,0,0,40,39,0
26,4,104273,9,2,10,0,4,1,0,0,40,39,0
26,4,213724,15,4,8,3,4,1,0,0,21,39,0
20,0,104273,15,4,0,3,4,0,0,0,21,39,0
37,4,104273,11,2,14,0,4,1,0,0,40,39,0
32,4,181689,11,4,1,4,4,0,0,0,40,39,0
20,4,104273,11,4,8,3,4,0,0,0,21,39,0
26,4,181689,9,4,10,3,4,1,0,0,40,39,0
46,4,104273,15,0,1,1,4,0,0,0,45,39,0
26,4,104273,9,4,8,1,4,1,0,0,45,39,0
32,0,104273,11,0,1,5,2,0,0,0,40,39,0
65,4,181689,11,5,8,4,4,0,0,0,21,39,0
47,4,104273,12,0,4,1,4,1,0,0,50,39,1
20,4,104273,11,4,1,3,4,0,0,0,40,39,0
20,4,181689,1,4,8,3,4,1,0,0,21,39,0
26,4,104273,15,0,1,5,4,0,0,0,40,39,0
46,4,104273,9,2,10,0,4,1,0,0,58,39,1
46,4,104273,9,0,1,1,4,0,0,0,40,39,0
26,4,104273,9,2,4,0,4,1,0,0,45,39,1
65,6,181689,11,6,8,4,4,0,0,0,21,39,0
20,4,104273,11,4,8,1,4,1,0,0,40,39,0
37,4,104273,9,2,4,0,4,1,99664,0,58,39,1
26,4,104273,11,0,1,1,4,0,0,0,40,39,0
32,4,104273,15,4,8,3,4,1,0,0,21,39,0
37,4,181689,9,2,10,0,4,1,0,0,58,39,0
65,6,104273,15,2,5,0,4,1,0,0,58,39,0
37,4,181689,11,2,3,0,4,1,0,0,45,39,1
20,4,104273,1,4,8,3,4,0,0,0,21,39,0
42,4,104273,15,0,1,5,4,0,0,0,40,39,0
37,4,181689,15,2,3,0,4,1,0,0,45,39,1
59,4,104273,11,0,4,1,4,1,0,0,45,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
37,4,104273,15,2,4,0,4,1,0,0,45,39,1
26,4,104273,15,4,1,1,4,0,0,0,40,39,0
26,4,104273,11,0,8,1,4,0,0,0,21,39,0
37,4,104273,11,2,14,2,2,1,0,0,40,39,0
20,0,104273,11,4,8,3,4,0,0,0,21,39,0
46,4,181689,11,5,8,4,4,0,0,0,21,39,0
59,6,104273,11,2,14,0,4,1,0,0,50,39,1
65,0,104273,11,6,0,1,4,0,0,0,21,39,0
32,2,104273,15,4,8,1,4,1,0,0,30,39,0
26,4,104273,9,0,4,5,4,0,0,0,40,39,1
46,4,104273,9,2,10,0,4,1,0,0,40,39,1
46,4,104273,9,2,10,0,4,1,0,0,40,39,1
20,0,104273,15,4,0,3,2,0,0,0,40,39,0
46,2,181689,15,4,8,4,4,0,0,0,21,39,0
32,4,104273,15,4,8,1,4,1,0,0,40,39,0
46,4,104273,9,2,4,0,4,1,0,0,40,39,1
58,0,104273,11,2,0,0,4,1,0,0,40,39,0
20,4,104273,1,4,8,3,4,1,0,0,21,39,0
26,4,104273,9,2,4,0,4,1,0,0,40,39,1
37,4,104273,11,2,12,0,4,1,0,0,45,39,0
20,0,104273,11,4,0,4,2,0,0,0,40,39,0
46,2,104273,9,2,10,0,4,1,0,0,40,39,1
46,4,104273,9,2,4,0,4,1,0,0,45,39,1
58,0,104273,11,2,0,0,4,1,0,0,40,39,0
58,4,104273,11,0,1,1,4,0,0,0,40,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
26,4,104273,15,4,8,1,4,0,0,0,45,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
32,4,104273,11,2,3,0,4,1,0,0,40,39,0
58,6,104273,15,2,5,0,4,1,0,0,50,39,1
65,6,104273,15,6,8,1,4,0,0,0,21,39,0
42,4,104273,15,0,1,4,4,0,0,0,40,39,0
46,4,104273,9,2,4,0,4,1,0,0,40,39,1
26,4,104273,9,4,1,1,4,0,0,0,40,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
32,4,104273,15,2,3,0,4,1,0,0,40,39,0
26,4,104273,9,4,8,1,4,1,0,0,45,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
32,4,104273,15,2,3,0,4,1,0,0,40,39,0
32,4,104273,15,4,1,1,4,0,0,0,21,39,0
46,4,181689,15,5,8,4,4,0,0,0,21,39,0
26,4,104273,11,4,8,3,4,0,0,0,21,39,0
37,4,104273,11,2,3,0,4,1,0,0,40,39,1
65,0,104273,15,2,0,0,4,1,0,0,58,39,0
37,4,104273,15,2,4,0,4,1,0,0,40,39,1
42,4,104273,11,0,1,5,4,0,0,0,40,39,0
51,4,104273,11,0,1,5,4,0,0,0,40,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
47,4,104273,11,0,4,5,4,0,15015,0,40,39,1
20,4,104273,11,4,8,3,4,1,0,0,40,39,0
32,4,104273,9,4,10,1,4,0,0,0,58,39,0
58,6,104273,15,2,5,0,4,1,0,0,58,39,0
32,4,104273,15,2,3,0,4,1,0,0,40,39,0
46,4,104273,15,0,4,1,4,1,0,0,40,39,0
32,2,104273,9,4,10,1,4,0,0,0,40,39,0
37,4,104273,11,2,14,0,4,1,0,0,40,39,0
26,4,213724,11,2,7,0,4,1,0,0,40,39,0
37,4,181689,11,2,14,0,4,1,0,0,45,39,1
46,2,104273,9,2,10,0,4,1,0,0,58,39,1
46,6,104273,9,2,10,0,4,1,0,0,50,39,1
32,4,104273,15,4,8,3,4,1,0,0,40,39,0
32,2,104273,9,2,10,0,4,1,0,0,58,39,0
26,4,104273,9,4,1,1,4,1,0,0,40,39,0
20,4,181689,11,4,8,3,4,1,0,0,21,39,0
58,6,181689,11,2,3,0,4,1,0,0,58,39,1
32,4,104273,15,4,8,1,4,1,0,0,21,39,0
26,4,104273,9,2,4,0,4,1,0,0,40,39,1
26,4,213724,9,2,4,0,4,1,0,0,50,39,1
65,6,104273,11,6,1,1,4,0,0,0,21,39,0
32,2,104273,15,0,10,1,4,0,0,0,40,39,0
26,4,104273,15,4,6,3,4,1,0,0,40,39,0
20,0,104273,1,4,0,3,4,1,0,0,21,39,0
37,4,104273,15,2,4,0,4,1,0,0,40,39,1
26,4,104273,15,4,8,3,4,0,0,0,21,39,0
20,4,104273,15,4,8,1,4,0,0,0,21,39,0
32,4,104273,15,2,3,0,4,1,0,0,40,39,0
58,6,104273,15,2,5,0,4,1,0,0,40,39,0
26,4,104273,11,2,14,0,4,1,0,0,40,39,0
32,4,104273,15,3,4,1,4,1,0,0,40,39,0
26,4,104273,9,4,10,1,4,0,0,0,58,39,0
26,4,104273,15,4,6,3,4,1,0,0,40,39,0
65,6,104273,11,6,1,1,4,0,0,0,21,39,0
46,4,104273,9,0,10,4,4,0,0,0,36,39,0
42,4,104273,9,0,10,4,4,0,0,0,40,39,0
37,4,104273,15,2,4,0,4,1,0,0,40,39,1
37,4,104273,11,2,4,0,4,1,0,0,45,39,1
26,4,104273,15,2,3,0,1,1,0,0,40,39,0
58,5,104273,14,2,10,0,4,1,100371,0,40,39,1
20,4,104273,1,4,8,3,4,0,0,0,21,39,0
58,6,104273,15,2,5,0,4,1,0,0,58,39,0
46,4,104273,9,0,10,5,4,0,7386,0,50,39,1
58,1,104273,11,2,14,0,4,1,0,0,40,39,0
26,4,104273,11,4,8,1,4,1,0,0,40,39,0
37,4,104273,11,2,3,0,4,1,0,0,40,39,0
46,4,104273,9,2,4,0,4,1,14925,0,58,39,1
46,6,104273,9,2,10,0,4,1,0,0,50,39,1
32,4,104273,11,6,1,1,4,0,0,0,40,39,0
58,1,104273,15,2,4,0,4,1,0,0,40,39,1
20,4,104273,11,4,8,3,4,1,0,0,40,39,0
20,0,104273,15,4,0,3,4,1,0,0,40,39,0
20,4,181689,1,4,8,3,4,1,0,0,21,39,0
42,2,104273,12,0,10,5,4,0,0,0,58,39,1
37,4,181689,11,2,3,0,4,1,0,0,45,39,0
32,4,104273,11,4,8,1,4,0,0,0,30,39,0
26,4,104273,11,4,8,3,4,1,0,0,40,39,0
58,6,104273,11,2,14,0,4,1,0,0,58,39,1
26,4,104273,15,4,8,1,4,0,0,0,45,39,0
20,4,104273,11,4,8,1,4,1,0,0,40,39,0
20,4,181689,11,4,8,3,4,1,0,0,21,39,0
26,4,104273,11,2,14,1,4,1,0,0,40,39,0
26,4,104273,9,4,8,3,4,0,0,0,40,39,0
59,4,104273,11,0,1,1,4,0,0,0,21,39,0
37,4,181689,15,2,12,0,4,1,0,0,50,39,0
20,4,181689,1,4,8,3,4,1,0,0,21,39,0
46,4,104273,9,2,4,0,4,1,0,0,45,39,1
26,4,181689,11,4,8,4,2,0,0,0,40,39,0
46,2,104273,9,2,10,0,4,1,0,0,58,39,1
32,4,104273,11,4,8,2,4,1,0,0,58,39,0
65,0,104273,15,2,0,0,4,1,0,0,21,39,0
26,4,104273,15,2,3,0,4,1,0,0,40,39,0
37,4,181689,11,2,4,0,4,1,7401,0,58,39,1
32,4,104273,15,0,1,1,4,0,0,0,36,39,0
32,2,104273,15,4,1,1,4,1,0,0,40,39,0
26,4,104273,15,4,1,3,4,0,0,0,40,39,0
32,4,104273,15,4,1,1,4,0,0,0,40,39,0
32,4,104273,15,0,4,1,4,1,0,0,45,39,0
26,4,104273,9,0,1,5,4,0,0,0,40,39,1
46,4,104273,9,2,10,0,4,1,0,0,58,39,1
37,4,104273,11,2,3,0,4,1,0,0,40,39,1
20,4,104273,11,4,8,1,4,1,0,0,40,39,0
37,4,104273,15,2,3,0,4,1,0,0,45,39,0
37,4,181689,11,2,3,0,4,1,0,0,45,39,0
32,4,104273,11,4,8,1,4,0,0,0,21,39,0
58,1,104273,11,2,14,0,4,1,0,0,40,39,0
46,6,104273,14,2,10,0,4,1,0,0,58,39,1
46,4,104273,9,0,4,1,4,1,0,0,58,39,1
32,4,104273,9,2,10,0,4,1,0,0,50,39,0
65,6,104273,15,6,10,1,4,0,0,0,21,39,0
58,7,104273,15,0,1,1,4,0,0,0,40,39,0
65,0,104273,12,0,0,1,4,1,0,0,40,39,0
20,0,104273,15,4,0,3,4,1,0,0,40,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
26,4,104273,11,4,1,4,2,0,0,0,40,39,0
20,4,104273,1,4,8,3,4,0,0,0,21,39,0
65,0,104273,15,6,0,1,4,0,0,0,40,39,0
32,0,104273,15,2,0,0,1,1,0,0,40,39,0
26,4,181689,15,4,8,4,4,0,0,0,21,39,0
32,4,104273,15,4,8,1,4,1,0,0,30,39,0
26,4,181689,15,4,8,4,2,0,0,0,40,39,0
20,0,181689,15,4,0,3,4,0,0,0,21,39,0
58,0,104273,11,2,0,0,4,1,0,0,40,39,1
37,4,104273,11,2,14,0,4,1,0,0,45,39,0
20,0,104273,15,4,0,1,4,1,0,0,40,39,0
58,4,104273,15,0,1,1,4,0,0,0,45,39,0
32,4,104273,15,4,1,1,4,1,0,0,40,39,0
20,0,104273,15,4,0,3,4,1,0,0,21,39,0
58,6,104273,11,2,3,0,4,1,0,0,58,39,0
32,4,104273,15,0,4,1,4,1,0,0,40,39,0
58,2,104273,12,0,1,1,4,0,0,0,40,39,0
58,6,104273,15,2,3,0,4,1,0,0,58,39,0
20,2,104273,15,4,3,3,4,1,0,0,40,39,0
42,4,104273,15,0,1,4,4,0,0,0,40,39,0
46,4,104273,9,0,4,1,4,1,0,0,40,39,1
32,4,104273,15,2,3,0,4,1,0,0,40,39,0
37,4,104273,11,2,3,0,4,1,0,0,40,39,0
26,4,104273,15,2,12,0,4,1,0,0,40,39,0
26,4,104273,15,2,12,0,4,1,0,0,45,39,0
32,2,104273,15,4,10,3,4,1,0,0,40,39,0
46,4,104273,11,0,1,4,4,0,0,0,40,39,0
26,4,104273,11,4,1,2,1,0,0,0,40,39,0
32,4,104273,15,4,1,1,4,0,0,0,40,39,0
37,4,104273,9,2,10,0,4,1,0,0,50,39,0
38,4,181689,11,2,14,0,4,1,7430,0,45,39,1
65,0,104273,11,6,0,5,4,0,0,0,40,39,0
37,4,104273,9,2,4,0,4,1,0,0,58,39,1
26,4,104273,15,0,4,1,4,0,0,0,50,39,0
37,4,104273,9,2,3,0,4,1,0,0,40,39,1
32,4,104273,11,0,7,1,2,1,0,0,40,39,0
20,4,104273,11,4,8,3,4,0,0,0,40,39,0
26,4,213724,11,2,12,0,4,1,0,0,50,39,0
26,4,104273,11,4,8,1,4,1,0,0,40,39,0
32,4,104273,9,0,10,1,4,1,0,0,40,39,0
58,6,104273,11,2,5,0,4,1,0,0,21,39,0
26,4,213724,11,2,7,0,4,1,0,0,40,39,0
26,4,104273,15,4,6,3,4,1,0,0,40,39,0
58,7,104273,15,0,1,1,4,0,0,0,40,39,0
46,4,104273,9,0,10,1,4,0,0,0,50,39,0
26,4,104273,15,4,8,1,4,1,0,0,40,39,0
32,4,181689,9,2,10,0,4,1,0,0,50,39,0
26,4,213724,11,2,14,0,4,1,0,0,45,39,0
32,4,104273,15,2,4,0,4,1,0,0,40,39,0
26,4,104273,9,4,10,1,4,1,0,0,58,39,0
32,4,104273,9,4,10,1,4,1,0,0,40,39,0
20,4,104273,9,4,1,3,4,0,0,0,40,39,0
26,4,104273,15,2,3,0,4,1,0,0,40,39,0
60,4,104273,11,0,4,1,4,0,7474,0,45,39,1
42,4,104273,11,0,1,4,4,0,0,0,40,39,0
37,4,181689,11,2,14,0,4,1,0,0,45,39,0
46,4,104273,9,2,4,0,4,1,14845,0,40,39,1
26,4,104273,9,0,4,1,4,1,0,0,40,39,0
32,2,104273,15,4,1,1,4,1,0,0,40,39,0
46,4,104273,9,2,10,0,4,1,14904,0,40,39,1
65,4,104273,11,6,8,1,4,0,0,0,21,39,0
20,4,181689,11,4,8,3,4,1,0,0,21,39,0
37,4,104273,11,2,3,0,4,1,0,0,40,39,0
65,6,104273,12,0,10,1,4,1,0,0,50,39,1
26,4,104273,9,2,4,0,4,1,0,0,45,39,1
58,4,104273,15,2,4,0,4,1,7413,0,40,39,1
26,4,213724,11,2,14,0,4,1,0,0,40,39,0
37,4,104273,11,2,14,0,4,1,7369,0,40,39,1
32,4,104273,15,0,4,1,4,1,0,0,40,39,0
65,4,104273,11,0,8,4,4,0,0,0,36,39,0
37,4,104273,15,2,3,0,4,1,0,0,58,39,0
37,4,104273,15,2,3,0,4,1,0,0,40,39,1
26,4,104273,15,4,1,1,4,1,0,0,40,39,0
26,4,104273,9,4,1,3,1,0,0,0,40,39,0
46,4,104273,12,0,4,1,4,0,0,0,40,39,1
32,2,104273,9,0,10,1,4,0,0,0,40,39,0
58,0,104273,11,2,0,0,4,1,0,0,40,39,0
32,4,104273,15,4,1,1,4,0,0,0,21,39,0
58,6,104273,15,2,4,0,4,1,0,0,58,39,1
59,4,104273,11,0,4,1,4,1,0,0,45,39,0
59,4,104273,11,0,1,1,4,0,0,0,36,39,0
65,4,104273,11,4,8,1,4,0,0,0,21,39,0
37,4,104273,11,2,14,0,4,1,0,0,40,39,0
42,4,104273,11,0,1,4,4,0,0,0,40,39,0
26,4,104273,9,4,10,3,4,1,0,0,58,39,0
46,4,104273,9,2,4,0,4,1,14928,0,58,39,1
20,4,104273,11,4,8,3,4,1,0,0,40,39,0
26,4,104273,15,2,3,0,4,1,0,0,40,39,0
26,4,104273,9,4,1,1,4,0,0,0,45,39,0
46,2,104273,9,2,10,0,4,1,0,0,50,39,1
20,4,104273,1,4,8,3,4,0,0,0,21,39,0
26,4,104273,9,0,4,1,4,0,0,0,45,39,0
65,6,104273,15,2,5,0,4,1,0,0,58,39,0
42,2,104273,15,0,10,4,2,0,0,0,40,39,0
46,4,104273,9,2,10,0,4,1,0,0,58,39,1
32,4,104273,15,4,8,1,4,1,0,0,50,39,0
32,4,104273,9,4,1,1,1,1,0,0,40,39,0
46,4,104273,9,0,4,1,4,1,0,0,50,39,1
26,4,104273,9,2,4,0,4,1,0,0,40,39,1
37,4,181689,15,2,3,0,4,1,99630,0,50,39,1
65,6,104273,15,6,1,1,4,0,0,0,21,39,0
32,4,104273,11,0,1,1,4,0,0,0,40,39,0
26,4,104273,15,4,8,1,4,0,0,0,21,39,0
65,0,104273,11,6,0,1,4,0,0,0,21,39,0
65,0,104273,15,4,0,1,4,0,0,0,40,39,0
20,4,104273,15,4,1,3,1,1,0,0,40,3,0
20,4,104273,15,4,8,1,4,0,0,0,21,39,0
37,4,104273,15,2,4,0,4,1,0,0,45,39,1
20,4,104273,11,4,8,1,4,0,0,0,21,39,0
20,4,104273,1,4,8,3,4,0,0,0,21,39,0
59,6,104273,11,2,4,0,4,1,8044,0,58,39,1
